year,ca,age_group,sex,diagnosis,number_of_deaths,crude_rate,easr,ca_name,hb_name
2011,S12000033,75plus years,All,Cerebrovascular Disease,0,0,820.93,Aberdeen City,NHS Grampian
2011,S12000033,75plus years,All,Stroke,0,0,404.79,Aberdeen City,NHS Grampian
2011,S12000033,75plus years,All,Subarachnoid Haemorrhage,0,0,10.17,Aberdeen City,NHS Grampian
2011,S12000033,75plus years,Male,Cerebrovascular Disease,0,0,701.42,Aberdeen City,NHS Grampian
2011,S12000033,75plus years,Male,Stroke,0,0,267.93,Aberdeen City,NHS Grampian
2011,S12000033,75plus years,Male,Subarachnoid Haemorrhage,0,0,0,Aberdeen City,NHS Grampian
2011,S12000033,75plus years,Female,Cerebrovascular Disease,0,0,940.44,Aberdeen City,NHS Grampian
2011,S12000033,75plus years,Female,Stroke,0,0,541.65,Aberdeen City,NHS Grampian
2011,S12000033,75plus years,Female,Subarachnoid Haemorrhage,0,0,20.34,Aberdeen City,NHS Grampian
2011,S12000034,All,All,Cerebrovascular Disease,203,80.03,99.41,Aberdeenshire,NHS Grampian
2011,S12000034,All,All,Stroke,97,38.24,45.35,Aberdeenshire,NHS Grampian
2011,S12000034,All,All,Subarachnoid Haemorrhage,6,2.37,2.66,Aberdeenshire,NHS Grampian
2011,S12000034,All,Male,Cerebrovascular Disease,73,58.12,93.51,Aberdeenshire,NHS Grampian
2011,S12000034,All,Male,Stroke,32,25.48,37.64,Aberdeenshire,NHS Grampian
2011,S12000034,All,Male,Subarachnoid Haemorrhage,2,1.59,1.97,Aberdeenshire,NHS Grampian
2011,S12000034,All,Female,Cerebrovascular Disease,130,101.52,105.31,Aberdeenshire,NHS Grampian
2011,S12000034,All,Female,Stroke,65,50.76,53.06,Aberdeenshire,NHS Grampian
2011,S12000034,All,Female,Subarachnoid Haemorrhage,4,3.12,3.36,Aberdeenshire,NHS Grampian
2011,S12000034,0-44 years,All,Cerebrovascular Disease,0,0,0,Aberdeenshire,NHS Grampian
2011,S12000034,0-44 years,All,Stroke,0,0,0,Aberdeenshire,NHS Grampian
2011,S12000034,0-44 years,All,Subarachnoid Haemorrhage,0,0,0,Aberdeenshire,NHS Grampian
2011,S12000034,0-44 years,Male,Cerebrovascular Disease,0,0,0,Aberdeenshire,NHS Grampian
2011,S12000034,0-44 years,Male,Stroke,0,0,0,Aberdeenshire,NHS Grampian
2011,S12000034,0-44 years,Male,Subarachnoid Haemorrhage,0,0,0,Aberdeenshire,NHS Grampian
2011,S12000034,0-44 years,Female,Cerebrovascular Disease,0,0,0,Aberdeenshire,NHS Grampian
2011,S12000034,0-44 years,Female,Stroke,0,0,0,Aberdeenshire,NHS Grampian
2011,S12000034,0-44 years,Female,Subarachnoid Haemorrhage,0,0,0,Aberdeenshire,NHS Grampian
2011,S12000034,45-64 years,All,Cerebrovascular Disease,0,0,12.1,Aberdeenshire,NHS Grampian
2011,S12000034,45-64 years,All,Stroke,0,0,8.14,Aberdeenshire,NHS Grampian
2011,S12000034,45-64 years,All,Subarachnoid Haemorrhage,0,0,1.25,Aberdeenshire,NHS Grampian
2011,S12000034,45-64 years,Male,Cerebrovascular Disease,0,0,8.21,Aberdeenshire,NHS Grampian
2011,S12000034,45-64 years,Male,Stroke,0,0,8.21,Aberdeenshire,NHS Grampian
2011,S12000034,45-64 years,Male,Subarachnoid Haemorrhage,0,0,0,Aberdeenshire,NHS Grampian
2011,S12000034,45-64 years,Female,Cerebrovascular Disease,0,0,16,Aberdeenshire,NHS Grampian
2011,S12000034,45-64 years,Female,Stroke,0,0,8.06,Aberdeenshire,NHS Grampian
2011,S12000034,45-64 years,Female,Subarachnoid Haemorrhage,0,0,2.5,Aberdeenshire,NHS Grampian
2011,S12000034,65-74 years,All,Cerebrovascular Disease,0,0,102.82,Aberdeenshire,NHS Grampian
2011,S12000034,65-74 years,All,Stroke,0,0,58.64,Aberdeenshire,NHS Grampian
2011,S12000034,65-74 years,All,Subarachnoid Haemorrhage,0,0,8.71,Aberdeenshire,NHS Grampian
2011,S12000034,65-74 years,Male,Cerebrovascular Disease,0,0,125.67,Aberdeenshire,NHS Grampian
2011,S12000034,65-74 years,Male,Stroke,0,0,72.72,Aberdeenshire,NHS Grampian
2011,S12000034,65-74 years,Male,Subarachnoid Haemorrhage,0,0,8.29,Aberdeenshire,NHS Grampian
2011,S12000034,65-74 years,Female,Cerebrovascular Disease,0,0,79.97,Aberdeenshire,NHS Grampian
2011,S12000034,65-74 years,Female,Stroke,0,0,44.56,Aberdeenshire,NHS Grampian
2011,S12000034,65-74 years,Female,Subarachnoid Haemorrhage,0,0,9.14,Aberdeenshire,NHS Grampian
2011,S12000034,under75 years,All,Cerebrovascular Disease,0,0,15.39,Aberdeenshire,NHS Grampian
2011,S12000034,under75 years,All,Stroke,0,0,9.14,Aberdeenshire,NHS Grampian
2011,S12000034,under75 years,All,Subarachnoid Haemorrhage,0,0,1.37,Aberdeenshire,NHS Grampian
2011,S12000034,under75 years,Male,Cerebrovascular Disease,0,0,16.89,Aberdeenshire,NHS Grampian
2011,S12000034,under75 years,Male,Stroke,0,0,10.78,Aberdeenshire,NHS Grampian
2011,S12000034,under75 years,Male,Subarachnoid Haemorrhage,0,0,0.96,Aberdeenshire,NHS Grampian
2011,S12000034,under75 years,Female,Cerebrovascular Disease,0,0,13.89,Aberdeenshire,NHS Grampian
2011,S12000034,under75 years,Female,Stroke,0,0,7.49,Aberdeenshire,NHS Grampian
2011,S12000034,under75 years,Female,Subarachnoid Haemorrhage,0,0,1.78,Aberdeenshire,NHS Grampian
2011,S12000034,75plus years,All,Cerebrovascular Disease,0,0,948.95,Aberdeenshire,NHS Grampian
2011,S12000034,75plus years,All,Stroke,0,0,411.51,Aberdeenshire,NHS Grampian
2011,S12000034,75plus years,All,Subarachnoid Haemorrhage,0,0,15.74,Aberdeenshire,NHS Grampian
2011,S12000034,75plus years,Male,Cerebrovascular Disease,0,0,868.17,Aberdeenshire,NHS Grampian
2011,S12000034,75plus years,Male,Stroke,0,0,309.18,Aberdeenshire,NHS Grampian
2011,S12000034,75plus years,Male,Subarachnoid Haemorrhage,0,0,12.17,Aberdeenshire,NHS Grampian
2011,S12000034,75plus years,Female,Cerebrovascular Disease,0,0,1029.72,Aberdeenshire,NHS Grampian
2011,S12000034,75plus years,Female,Stroke,0,0,513.84,Aberdeenshire,NHS Grampian
2011,S12000034,75plus years,Female,Subarachnoid Haemorrhage,0,0,19.31,Aberdeenshire,NHS Grampian
2011,S12000035,All,All,Cerebrovascular Disease,121,136.06,132.18,Argyll and Bute,NHS Highland
2011,S12000035,All,All,Stroke,75,84.34,83.41,Argyll and Bute,NHS Highland
2011,S12000035,All,All,Subarachnoid Haemorrhage,5,5.62,4.8,Argyll and Bute,NHS Highland
2011,S12000035,All,Male,Cerebrovascular Disease,51,116.36,148.27,Argyll and Bute,NHS Highland
2011,S12000035,All,Male,Stroke,33,75.29,97.08,Argyll and Bute,NHS Highland
2011,S12000035,All,Male,Subarachnoid Haemorrhage,0,0,0,Argyll and Bute,NHS Highland
2011,S12000035,All,Female,Cerebrovascular Disease,70,155.21,116.09,Argyll and Bute,NHS Highland
2011,S12000035,All,Female,Stroke,42,93.13,69.74,Argyll and Bute,NHS Highland
2011,S12000035,All,Female,Subarachnoid Haemorrhage,5,11.09,9.61,Argyll and Bute,NHS Highland
2011,S12000035,0-44 years,All,Cerebrovascular Disease,0,0,0,Argyll and Bute,NHS Highland
2011,S12000035,0-44 years,All,Stroke,0,0,0,Argyll and Bute,NHS Highland
2011,S12000035,0-44 years,All,Subarachnoid Haemorrhage,0,0,0,Argyll and Bute,NHS Highland
2011,S12000035,0-44 years,Male,Cerebrovascular Disease,0,0,0,Argyll and Bute,NHS Highland
2011,S12000035,0-44 years,Male,Stroke,0,0,0,Argyll and Bute,NHS Highland
2011,S12000035,0-44 years,Male,Subarachnoid Haemorrhage,0,0,0,Argyll and Bute,NHS Highland
2011,S12000035,0-44 years,Female,Cerebrovascular Disease,0,0,0,Argyll and Bute,NHS Highland
2011,S12000035,0-44 years,Female,Stroke,0,0,0,Argyll and Bute,NHS Highland
2011,S12000035,0-44 years,Female,Subarachnoid Haemorrhage,0,0,0,Argyll and Bute,NHS Highland
2011,S12000035,45-64 years,All,Cerebrovascular Disease,0,0,30.9,Argyll and Bute,NHS Highland
2011,S12000035,45-64 years,All,Stroke,0,0,16.69,Argyll and Bute,NHS Highland
2011,S12000035,45-64 years,All,Subarachnoid Haemorrhage,0,0,3.79,Argyll and Bute,NHS Highland
2011,S12000035,45-64 years,Male,Cerebrovascular Disease,0,0,34.18,Argyll and Bute,NHS Highland
2011,S12000035,45-64 years,Male,Stroke,0,0,19.47,Argyll and Bute,NHS Highland
2011,S12000035,45-64 years,Male,Subarachnoid Haemorrhage,0,0,0,Argyll and Bute,NHS Highland
2011,S12000035,45-64 years,Female,Cerebrovascular Disease,0,0,27.61,Argyll and Bute,NHS Highland
2011,S12000035,45-64 years,Female,Stroke,0,0,13.91,Argyll and Bute,NHS Highland
2011,S12000035,45-64 years,Female,Subarachnoid Haemorrhage,0,0,7.58,Argyll and Bute,NHS Highland
2011,S12000035,65-74 years,All,Cerebrovascular Disease,0,0,122.54,Argyll and Bute,NHS Highland
2011,S12000035,65-74 years,All,Stroke,0,0,67.28,Argyll and Bute,NHS Highland
2011,S12000035,65-74 years,All,Subarachnoid Haemorrhage,0,0,27.09,Argyll and Bute,NHS Highland
2011,S12000035,65-74 years,Male,Cerebrovascular Disease,0,0,137.58,Argyll and Bute,NHS Highland
2011,S12000035,65-74 years,Male,Stroke,0,0,98.73,Argyll and Bute,NHS Highland
2011,S12000035,65-74 years,Male,Subarachnoid Haemorrhage,0,0,0,Argyll and Bute,NHS Highland
2011,S12000035,65-74 years,Female,Cerebrovascular Disease,0,0,107.49,Argyll and Bute,NHS Highland
2011,S12000035,65-74 years,Female,Stroke,0,0,35.83,Argyll and Bute,NHS Highland
2011,S12000035,65-74 years,Female,Subarachnoid Haemorrhage,0,0,54.19,Argyll and Bute,NHS Highland
2011,S12000035,under75 years,All,Cerebrovascular Disease,0,0,23.14,Argyll and Bute,NHS Highland
2011,S12000035,under75 years,All,Stroke,0,0,12.62,Argyll and Bute,NHS Highland
2011,S12000035,under75 years,All,Subarachnoid Haemorrhage,0,0,4.23,Argyll and Bute,NHS Highland
2011,S12000035,under75 years,Male,Cerebrovascular Disease,0,0,25.83,Argyll and Bute,NHS Highland
2011,S12000035,under75 years,Male,Stroke,0,0,17.06,Argyll and Bute,NHS Highland
2011,S12000035,under75 years,Male,Subarachnoid Haemorrhage,0,0,0,Argyll and Bute,NHS Highland
2011,S12000035,under75 years,Female,Cerebrovascular Disease,0,0,20.44,Argyll and Bute,NHS Highland
2011,S12000035,under75 years,Female,Stroke,0,0,8.19,Argyll and Bute,NHS Highland
2011,S12000035,under75 years,Female,Subarachnoid Haemorrhage,0,0,8.46,Argyll and Bute,NHS Highland
2011,S12000035,75plus years,All,Cerebrovascular Disease,0,0,1234.74,Argyll and Bute,NHS Highland
2011,S12000035,75plus years,All,Stroke,0,0,799.11,Argyll and Bute,NHS Highland
2011,S12000035,75plus years,All,Subarachnoid Haemorrhage,0,0,10.61,Argyll and Bute,NHS Highland
2011,S12000035,75plus years,Male,Cerebrovascular Disease,0,0,1386.33,Argyll and Bute,NHS Highland
2011,S12000035,75plus years,Male,Stroke,0,0,906.13,Argyll and Bute,NHS Highland
2011,S12000035,75plus years,Male,Subarachnoid Haemorrhage,0,0,0,Argyll and Bute,NHS Highland
2011,S12000035,75plus years,Female,Cerebrovascular Disease,0,0,1083.15,Argyll and Bute,NHS Highland
2011,S12000035,75plus years,Female,Stroke,0,0,692.09,Argyll and Bute,NHS Highland
2011,S12000035,75plus years,Female,Subarachnoid Haemorrhage,0,0,21.21,Argyll and Bute,NHS Highland
2011,S12000036,All,All,Cerebrovascular Disease,309,64.65,78.92,City of Edinburgh,NHS Lothian
2011,S12000036,All,All,Stroke,174,36.41,43.43,City of Edinburgh,NHS Lothian
2011,S12000036,All,All,Subarachnoid Haemorrhage,13,2.72,3.04,City of Edinburgh,NHS Lothian
2011,S12000036,All,Male,Cerebrovascular Disease,102,43.73,74.01,City of Edinburgh,NHS Lothian
2011,S12000036,All,Male,Stroke,51,21.86,36.35,City of Edinburgh,NHS Lothian
2011,S12000036,All,Male,Subarachnoid Haemorrhage,4,1.71,2.08,City of Edinburgh,NHS Lothian
2011,S12000036,All,Female,Cerebrovascular Disease,207,84.6,83.84,City of Edinburgh,NHS Lothian
2011,S12000036,All,Female,Stroke,123,50.27,50.52,City of Edinburgh,NHS Lothian
2011,S12000036,All,Female,Subarachnoid Haemorrhage,9,3.68,4,City of Edinburgh,NHS Lothian
2011,S12000036,0-44 years,All,Cerebrovascular Disease,0,0,0.78,City of Edinburgh,NHS Lothian
2011,S12000036,0-44 years,All,Stroke,0,0,0.4,City of Edinburgh,NHS Lothian
2011,S12000036,0-44 years,All,Subarachnoid Haemorrhage,0,0,0.39,City of Edinburgh,NHS Lothian
2011,S12000036,0-44 years,Male,Cerebrovascular Disease,0,0,0.78,City of Edinburgh,NHS Lothian
2011,S12000036,0-44 years,Male,Stroke,0,0,0,City of Edinburgh,NHS Lothian
2011,S12000036,0-44 years,Male,Subarachnoid Haemorrhage,0,0,0.78,City of Edinburgh,NHS Lothian
2011,S12000036,0-44 years,Female,Cerebrovascular Disease,0,0,0.79,City of Edinburgh,NHS Lothian
2011,S12000036,0-44 years,Female,Stroke,0,0,0.79,City of Edinburgh,NHS Lothian
2011,S12000036,0-44 years,Female,Subarachnoid Haemorrhage,0,0,0,City of Edinburgh,NHS Lothian
2011,S12000036,45-64 years,All,Cerebrovascular Disease,0,0,14.39,City of Edinburgh,NHS Lothian
2011,S12000036,45-64 years,All,Stroke,0,0,5.47,City of Edinburgh,NHS Lothian
2011,S12000036,45-64 years,All,Subarachnoid Haemorrhage,0,0,4.39,City of Edinburgh,NHS Lothian
2011,S12000036,45-64 years,Male,Cerebrovascular Disease,0,0,16.69,City of Edinburgh,NHS Lothian
2011,S12000036,45-64 years,Male,Stroke,0,0,5.67,City of Edinburgh,NHS Lothian
2011,S12000036,45-64 years,Male,Subarachnoid Haemorrhage,0,0,3.68,City of Edinburgh,NHS Lothian
2011,S12000036,45-64 years,Female,Cerebrovascular Disease,0,0,12.1,City of Edinburgh,NHS Lothian
2011,S12000036,45-64 years,Female,Stroke,0,0,5.28,City of Edinburgh,NHS Lothian
2011,S12000036,45-64 years,Female,Subarachnoid Haemorrhage,0,0,5.1,City of Edinburgh,NHS Lothian
2011,S12000036,65-74 years,All,Cerebrovascular Disease,0,0,102.45,City of Edinburgh,NHS Lothian
2011,S12000036,65-74 years,All,Stroke,0,0,74.02,City of Edinburgh,NHS Lothian
2011,S12000036,65-74 years,All,Subarachnoid Haemorrhage,0,0,2.68,City of Edinburgh,NHS Lothian
2011,S12000036,65-74 years,Male,Cerebrovascular Disease,0,0,123.98,City of Edinburgh,NHS Lothian
2011,S12000036,65-74 years,Male,Stroke,0,0,77.86,City of Edinburgh,NHS Lothian
2011,S12000036,65-74 years,Male,Subarachnoid Haemorrhage,0,0,0,City of Edinburgh,NHS Lothian
2011,S12000036,65-74 years,Female,Cerebrovascular Disease,0,0,80.91,City of Edinburgh,NHS Lothian
2011,S12000036,65-74 years,Female,Stroke,0,0,70.19,City of Edinburgh,NHS Lothian
2011,S12000036,65-74 years,Female,Subarachnoid Haemorrhage,0,0,5.36,City of Edinburgh,NHS Lothian
2011,S12000036,under75 years,All,Cerebrovascular Disease,0,0,16.48,City of Edinburgh,NHS Lothian
2011,S12000036,under75 years,All,Stroke,0,0,10.37,City of Edinburgh,NHS Lothian
2011,S12000036,under75 years,All,Subarachnoid Haemorrhage,0,0,1.82,City of Edinburgh,NHS Lothian
2011,S12000036,under75 years,Male,Cerebrovascular Disease,0,0,19.63,City of Edinburgh,NHS Lothian
2011,S12000036,under75 years,Male,Stroke,0,0,10.63,City of Edinburgh,NHS Lothian
2011,S12000036,under75 years,Male,Subarachnoid Haemorrhage,0,0,1.53,City of Edinburgh,NHS Lothian
2011,S12000036,under75 years,Female,Cerebrovascular Disease,0,0,13.33,City of Edinburgh,NHS Lothian
2011,S12000036,under75 years,Female,Stroke,0,0,10.11,City of Edinburgh,NHS Lothian
2011,S12000036,under75 years,Female,Subarachnoid Haemorrhage,0,0,2.1,City of Edinburgh,NHS Lothian
2011,S12000036,75plus years,All,Cerebrovascular Disease,0,0,710.31,City of Edinburgh,NHS Lothian
2011,S12000036,75plus years,All,Stroke,0,0,377.73,City of Edinburgh,NHS Lothian
2011,S12000036,75plus years,All,Subarachnoid Haemorrhage,0,0,15.4,City of Edinburgh,NHS Lothian
2011,S12000036,75plus years,Male,Cerebrovascular Disease,0,0,623.88,City of Edinburgh,NHS Lothian
2011,S12000036,75plus years,Male,Stroke,0,0,296.34,City of Edinburgh,NHS Lothian
2011,S12000036,75plus years,Male,Subarachnoid Haemorrhage,0,0,7.56,City of Edinburgh,NHS Lothian
2011,S12000036,75plus years,Female,Cerebrovascular Disease,0,0,796.73,City of Edinburgh,NHS Lothian
2011,S12000036,75plus years,Female,Stroke,0,0,459.11,City of Edinburgh,NHS Lothian
2011,S12000036,75plus years,Female,Subarachnoid Haemorrhage,0,0,23.24,City of Edinburgh,NHS Lothian
2011,S12000038,All,All,Cerebrovascular Disease,204,116.77,144.72,Renfrewshire,NHS Greater Glasgow and Clyde
2011,S12000038,All,All,Cerebrovascular Disease,204,116.77,144.72,Renfrewshire,NHS Greater Glasgow and Clyde
2011,S12000038,All,All,Stroke,112,64.11,73.78,Renfrewshire,NHS Greater Glasgow and Clyde
2011,S12000038,All,All,Stroke,112,64.11,73.78,Renfrewshire,NHS Greater Glasgow and Clyde
2011,S12000038,All,All,Subarachnoid Haemorrhage,4,2.29,2.45,Renfrewshire,NHS Greater Glasgow and Clyde
2011,S12000038,All,All,Subarachnoid Haemorrhage,4,2.29,2.45,Renfrewshire,NHS Greater Glasgow and Clyde
2011,S12000038,All,Male,Cerebrovascular Disease,84,100.07,156.9,Renfrewshire,NHS Greater Glasgow and Clyde
2011,S12000038,All,Male,Cerebrovascular Disease,84,100.07,156.9,Renfrewshire,NHS Greater Glasgow and Clyde
2011,S12000038,All,Male,Stroke,41,48.84,69.41,Renfrewshire,NHS Greater Glasgow and Clyde
2011,S12000038,All,Male,Stroke,41,48.84,69.41,Renfrewshire,NHS Greater Glasgow and Clyde
2011,S12000038,All,Male,Subarachnoid Haemorrhage,1,1.19,1.33,Renfrewshire,NHS Greater Glasgow and Clyde
2011,S12000038,All,Male,Subarachnoid Haemorrhage,1,1.19,1.33,Renfrewshire,NHS Greater Glasgow and Clyde
2011,S12000038,All,Female,Cerebrovascular Disease,120,132.22,132.54,Renfrewshire,NHS Greater Glasgow and Clyde
2011,S12000038,All,Female,Cerebrovascular Disease,120,132.22,132.54,Renfrewshire,NHS Greater Glasgow and Clyde
2011,S12000038,All,Female,Stroke,71,78.23,78.15,Renfrewshire,NHS Greater Glasgow and Clyde
2011,S12000038,All,Female,Stroke,71,78.23,78.15,Renfrewshire,NHS Greater Glasgow and Clyde
2011,S12000038,All,Female,Subarachnoid Haemorrhage,3,3.31,3.57,Renfrewshire,NHS Greater Glasgow and Clyde
2011,S12000038,All,Female,Subarachnoid Haemorrhage,3,3.31,3.57,Renfrewshire,NHS Greater Glasgow and Clyde
2011,S12000038,0-44 years,All,Cerebrovascular Disease,0,0,1.15,Renfrewshire,NHS Greater Glasgow and Clyde
2011,S12000038,0-44 years,All,Cerebrovascular Disease,0,0,1.15,Renfrewshire,NHS Greater Glasgow and Clyde
2011,S12000038,0-44 years,All,Stroke,0,0,0,Renfrewshire,NHS Greater Glasgow and Clyde
2011,S12000038,0-44 years,All,Stroke,0,0,0,Renfrewshire,NHS Greater Glasgow and Clyde
2011,S12000038,0-44 years,All,Subarachnoid Haemorrhage,0,0,1.15,Renfrewshire,NHS Greater Glasgow and Clyde
2011,S12000038,0-44 years,All,Subarachnoid Haemorrhage,0,0,1.15,Renfrewshire,NHS Greater Glasgow and Clyde
2011,S12000038,0-44 years,Male,Cerebrovascular Disease,0,0,0,Renfrewshire,NHS Greater Glasgow and Clyde
2011,S12000038,0-44 years,Male,Cerebrovascular Disease,0,0,0,Renfrewshire,NHS Greater Glasgow and Clyde
2011,S12000038,0-44 years,Male,Stroke,0,0,0,Renfrewshire,NHS Greater Glasgow and Clyde
2011,S12000038,0-44 years,Male,Stroke,0,0,0,Renfrewshire,NHS Greater Glasgow and Clyde
2011,S12000038,0-44 years,Male,Subarachnoid Haemorrhage,0,0,0,Renfrewshire,NHS Greater Glasgow and Clyde
2011,S12000038,0-44 years,Male,Subarachnoid Haemorrhage,0,0,0,Renfrewshire,NHS Greater Glasgow and Clyde
2011,S12000038,0-44 years,Female,Cerebrovascular Disease,0,0,2.29,Renfrewshire,NHS Greater Glasgow and Clyde
2011,S12000038,0-44 years,Female,Cerebrovascular Disease,0,0,2.29,Renfrewshire,NHS Greater Glasgow and Clyde
2011,S12000038,0-44 years,Female,Stroke,0,0,0,Renfrewshire,NHS Greater Glasgow and Clyde
2011,S12000038,0-44 years,Female,Stroke,0,0,0,Renfrewshire,NHS Greater Glasgow and Clyde
2011,S12000038,0-44 years,Female,Subarachnoid Haemorrhage,0,0,2.29,Renfrewshire,NHS Greater Glasgow and Clyde
2011,S12000038,0-44 years,Female,Subarachnoid Haemorrhage,0,0,2.29,Renfrewshire,NHS Greater Glasgow and Clyde
2011,S12000038,45-64 years,All,Cerebrovascular Disease,0,0,32.02,Renfrewshire,NHS Greater Glasgow and Clyde
2011,S12000038,45-64 years,All,Cerebrovascular Disease,0,0,32.02,Renfrewshire,NHS Greater Glasgow and Clyde
2011,S12000038,45-64 years,All,Stroke,0,0,23.78,Renfrewshire,NHS Greater Glasgow and Clyde
2011,S12000038,45-64 years,All,Stroke,0,0,23.78,Renfrewshire,NHS Greater Glasgow and Clyde
2011,S12000038,45-64 years,All,Subarachnoid Haemorrhage,0,0,0,Renfrewshire,NHS Greater Glasgow and Clyde
2011,S12000038,45-64 years,All,Subarachnoid Haemorrhage,0,0,0,Renfrewshire,NHS Greater Glasgow and Clyde
2011,S12000038,45-64 years,Male,Cerebrovascular Disease,0,0,43.61,Renfrewshire,NHS Greater Glasgow and Clyde
2011,S12000038,45-64 years,Male,Cerebrovascular Disease,0,0,43.61,Renfrewshire,NHS Greater Glasgow and Clyde
2011,S12000038,45-64 years,Male,Stroke,0,0,39.33,Renfrewshire,NHS Greater Glasgow and Clyde
2011,S12000038,45-64 years,Male,Stroke,0,0,39.33,Renfrewshire,NHS Greater Glasgow and Clyde
2011,S12000038,45-64 years,Male,Subarachnoid Haemorrhage,0,0,0,Renfrewshire,NHS Greater Glasgow and Clyde
2011,S12000038,45-64 years,Male,Subarachnoid Haemorrhage,0,0,0,Renfrewshire,NHS Greater Glasgow and Clyde
2011,S12000038,45-64 years,Female,Cerebrovascular Disease,0,0,20.43,Renfrewshire,NHS Greater Glasgow and Clyde
2011,S12000038,45-64 years,Female,Cerebrovascular Disease,0,0,20.43,Renfrewshire,NHS Greater Glasgow and Clyde
2011,S12000038,45-64 years,Female,Stroke,0,0,8.23,Renfrewshire,NHS Greater Glasgow and Clyde
2011,S12000038,45-64 years,Female,Stroke,0,0,8.23,Renfrewshire,NHS Greater Glasgow and Clyde
2011,S12000038,45-64 years,Female,Subarachnoid Haemorrhage,0,0,0,Renfrewshire,NHS Greater Glasgow and Clyde
2011,S12000038,45-64 years,Female,Subarachnoid Haemorrhage,0,0,0,Renfrewshire,NHS Greater Glasgow and Clyde
2011,S12000038,65-74 years,All,Cerebrovascular Disease,0,0,184.65,Renfrewshire,NHS Greater Glasgow and Clyde
2011,S12000038,65-74 years,All,Cerebrovascular Disease,0,0,184.65,Renfrewshire,NHS Greater Glasgow and Clyde
2011,S12000038,65-74 years,All,Stroke,0,0,116.65,Renfrewshire,NHS Greater Glasgow and Clyde
