year,hbr,admission_type,age_group,sex,diagnosis,number_of_discharges,crude_rate,easr,hb_name
2011,S08000019,Transfer,75plus years,Male,Subarachnoid Haemorrhage,3,34.52641271,31.50598614,Forth Valley
2011,S08000019,Transfer,75plus years,Male,TIAs and related syndromes,10,115.0880424,106.6232611,Forth Valley
2011,S08000019,Transfer,75plus years,Female,Cerebrovascular Disease,225,1719.394773,1685.999299,Forth Valley
2011,S08000019,Transfer,75plus years,Female,Stroke,129,985.7863365,965.4161243,Forth Valley
2011,S08000019,Transfer,75plus years,Female,Subarachnoid Haemorrhage,1,7.641754547,6.775067751,Forth Valley
2011,S08000019,Transfer,75plus years,Female,TIAs and related syndromes,23,175.7603546,177.4519358,Forth Valley
2011,S08000020,All,All,All,Cerebrovascular Disease,2439,428.2102602,501.9399752,Grampian
2011,S08000020,All,All,All,Stroke,1716,301.2746234,357.2421307,Grampian
2011,S08000020,All,All,All,Subarachnoid Haemorrhage,248,43.54085466,45.36850362,Grampian
2011,S08000020,All,All,All,TIAs and related syndromes,215,37.74711191,42.95249112,Grampian
2011,S08000020,All,All,Male,Cerebrovascular Disease,1139,404.2275315,536.7669021,Grampian
2011,S08000020,All,All,Male,Stroke,804,285.337081,386.2468798,Grampian
2011,S08000020,All,All,Male,Subarachnoid Haemorrhage,65,23.06829635,24.07132632,Grampian
2011,S08000020,All,All,Male,TIAs and related syndromes,98,34.77989296,44.8815544,Grampian
2011,S08000020,All,All,Female,Cerebrovascular Disease,1300,451.6900156,467.1130483,Grampian
2011,S08000020,All,All,Female,Stroke,912,316.8779186,328.2373816,Grampian
2011,S08000020,All,All,Female,Subarachnoid Haemorrhage,183,63.58405604,66.66568092,Grampian
2011,S08000020,All,All,Female,TIAs and related syndromes,117,40.6521014,41.02342784,Grampian
2011,S08000020,All,0-44 years,All,Cerebrovascular Disease,107,33.102134,34.16005304,Grampian
2011,S08000020,All,0-44 years,All,Stroke,57,17.63384709,18.35776867,Grampian
2011,S08000020,All,0-44 years,All,Subarachnoid Haemorrhage,32,9.899703628,10.10078949,Grampian
2011,S08000020,All,0-44 years,All,TIAs and related syndromes,10,3.093657384,3.198307624,Grampian
2011,S08000020,All,0-44 years,Male,Cerebrovascular Disease,39,23.760494220000002,24.72632837,Grampian
2011,S08000020,All,0-44 years,Male,Stroke,25,15.23108604,15.89610582,Grampian
2011,S08000020,All,0-44 years,Male,Subarachnoid Haemorrhage,6,3.655460649,3.766080931,Grampian
2011,S08000020,All,0-44 years,Male,TIAs and related syndromes,4,2.436973766,2.628921148,Grampian
2011,S08000020,All,0-44 years,Female,Cerebrovascular Disease,68,42.73934031,43.5937777,Grampian
2011,S08000020,All,0-44 years,Female,Stroke,32,20.11263073,20.81943151,Grampian
2011,S08000020,All,0-44 years,Female,Subarachnoid Haemorrhage,26,16.34151247,16.43549805,Grampian
2011,S08000020,All,0-44 years,Female,TIAs and related syndromes,6,3.771118262,3.767694099,Grampian
2011,S08000020,All,45-64 years,All,Cerebrovascular Disease,494,317.5052061,318.2781184,Grampian
2011,S08000020,All,45-64 years,All,Stroke,279,179.3197419,179.4300407,Grampian
2011,S08000020,All,45-64 years,All,Subarachnoid Haemorrhage,119,76.48404761,76.81019593,Grampian
2011,S08000020,All,45-64 years,All,TIAs and related syndromes,48,30.85070828,31.1670372,Grampian
2011,S08000020,All,45-64 years,Male,Cerebrovascular Disease,259,333.6854853,335.4211199,Grampian
2011,S08000020,All,45-64 years,Male,Stroke,156,200.9843078,201.3277522,Grampian
2011,S08000020,All,45-64 years,Male,Subarachnoid Haemorrhage,48,61.84132547,62.96582223,Grampian
2011,S08000020,All,45-64 years,Male,TIAs and related syndromes,27,34.78574557,35.16907141,Grampian
2011,S08000020,All,45-64 years,Female,Cerebrovascular Disease,235,301.3979736,301.1351169,Grampian
2011,S08000020,All,45-64 years,Female,Stroke,123,157.7529819,157.5323291,Grampian
2011,S08000020,All,45-64 years,Female,Subarachnoid Haemorrhage,71,91.06066436,90.65456963,Grampian
2011,S08000020,All,45-64 years,Female,TIAs and related syndromes,21,26.93343594,27.16500299,Grampian
2011,S08000020,All,65-74 years,All,Cerebrovascular Disease,582,1193.674754,1211.207931,Grampian
2011,S08000020,All,65-74 years,All,Stroke,403,826.5479829,841.6229205,Grampian
2011,S08000020,All,65-74 years,All,Subarachnoid Haemorrhage,52,106.6513526,102.3425012,Grampian
2011,S08000020,All,65-74 years,All,TIAs and related syndromes,46,94.34542732,95.60279991,Grampian
2011,S08000020,All,65-74 years,Male,Cerebrovascular Disease,325,1395.988145,1410.294546,Grampian
2011,S08000020,All,65-74 years,Male,Stroke,228,979.3393755,993.1335658,Grampian
2011,S08000020,All,65-74 years,Male,Subarachnoid Haemorrhage,2,8.590696276,8.095348486,Grampian
2011,S08000020,All,65-74 years,Male,TIAs and related syndromes,27,115.9743997,116.5366482,Grampian
2011,S08000020,All,65-74 years,Female,Cerebrovascular Disease,257,1008.792589,1012.121316,Grampian
2011,S08000020,All,65-74 years,Female,Stroke,175,686.9210237,690.1122753,Grampian
2011,S08000020,All,65-74 years,Female,Subarachnoid Haemorrhage,50,196.2631496,196.589654,Grampian
2011,S08000020,All,65-74 years,Female,TIAs and related syndromes,19,74.57999686,74.66895161,Grampian
2011,S08000020,All,under75 years,All,Cerebrovascular Disease,1183,224.2284211,252.7109481,Grampian
2011,S08000020,All,under75 years,All,Stroke,739,140.0716849,160.2555632,Grampian
2011,S08000020,All,under75 years,All,Subarachnoid Haemorrhage,203,38.47706634,40.17042954,Grampian
2011,S08000020,All,under75 years,All,TIAs and related syndromes,104,19.71238867,22.00510436,Grampian
2011,S08000020,All,under75 years,Male,Cerebrovascular Disease,623,235.0615197,275.0766389,Grampian
2011,S08000020,All,under75 years,Male,Stroke,409,154.3180763,182.6535999,Grampian
2011,S08000020,All,under75 years,Male,Subarachnoid Haemorrhage,56,21.12912537,21.50509691,Grampian
2011,S08000020,All,under75 years,Male,TIAs and related syndromes,58,21.88373699,25.24809825,Grampian
2011,S08000020,All,under75 years,Female,Cerebrovascular Disease,560,213.2927062,230.3452573,Grampian
2011,S08000020,All,under75 years,Female,Stroke,330,125.6903447,137.8575265,Grampian
2011,S08000020,All,under75 years,Female,Subarachnoid Haemorrhage,147,55.98933536,58.83576216,Grampian
2011,S08000020,All,under75 years,Female,TIAs and related syndromes,46,17.52047229,18.76211047,Grampian
2011,S08000020,All,75plus years,All,Cerebrovascular Disease,1256,2990.974686,3021.92236,Grampian
2011,S08000020,All,75plus years,All,Stroke,977,2326.578239,2348.995202,Grampian
2011,S08000020,All,75plus years,All,Subarachnoid Haemorrhage,45,107.1607173,97.92680823,Grampian
2011,S08000020,All,75plus years,All,TIAs and related syndromes,111,264.3297692,254.7538461,Grampian
2011,S08000020,All,75plus years,Male,Cerebrovascular Disease,516,3083.358231,3182.746229,Grampian
2011,S08000020,All,75plus years,Male,Stroke,395,2360.322677,2444.801155,Grampian
2011,S08000020,All,75plus years,Male,Subarachnoid Haemorrhage,9,53.77950403,50.01875703,Grampian
2011,S08000020,All,75plus years,Male,TIAs and related syndromes,40,239.0200179,243.397611,Grampian
2011,S08000020,All,75plus years,Female,Cerebrovascular Disease,740,2929.764827,2861.098491,Grampian
2011,S08000020,All,75plus years,Female,Stroke,582,2304.220445,2253.18925,Grampian
2011,S08000020,All,75plus years,Female,Subarachnoid Haemorrhage,36,142.5290997,145.8348594,Grampian
2011,S08000020,All,75plus years,Female,TIAs and related syndromes,71,281.0990577,266.1100812,Grampian
2011,S08000020,Elective,All,All,Cerebrovascular Disease,32,5.618174795,6.22095325,Grampian
2011,S08000020,Elective,All,All,Stroke,5,0.877839812,0.9402536,Grampian
2011,S08000020,Elective,All,All,Subarachnoid Haemorrhage,0,0,0,Grampian
2011,S08000020,Elective,All,All,TIAs and related syndromes,2,0.351135925,0.364726367,Grampian
2011,S08000020,Elective,All,Male,Cerebrovascular Disease,15,5.323453005,6.289903949,Grampian
2011,S08000020,Elective,All,Male,Stroke,0,0,0,Grampian
2011,S08000020,Elective,All,Male,Subarachnoid Haemorrhage,0,0,0,Grampian
2011,S08000020,Elective,All,Male,TIAs and related syndromes,0,0,0,Grampian
2011,S08000020,Elective,All,Female,Cerebrovascular Disease,17,5.906715588,6.152002552,Grampian
2011,S08000020,Elective,All,Female,Stroke,5,1.737269291,1.8805072,Grampian
2011,S08000020,Elective,All,Female,Subarachnoid Haemorrhage,0,0,0,Grampian
2011,S08000020,Elective,All,Female,TIAs and related syndromes,2,0.694907716,0.729452733,Grampian
2011,S08000020,Elective,0-44 years,All,Cerebrovascular Disease,7,2.165560169,2.419342297,Grampian
2011,S08000020,Elective,0-44 years,All,Stroke,5,1.546828692,1.74121037,Grampian
2011,S08000020,Elective,0-44 years,All,Subarachnoid Haemorrhage,0,0,0,Grampian
2011,S08000020,Elective,0-44 years,All,TIAs and related syndromes,0,0,0,Grampian
2011,S08000020,Elective,0-44 years,Male,Cerebrovascular Disease,1,0.609243441,0.684928826,Grampian
2011,S08000020,Elective,0-44 years,Male,Stroke,0,0,0,Grampian
2011,S08000020,Elective,0-44 years,Male,Subarachnoid Haemorrhage,0,0,0,Grampian
2011,S08000020,Elective,0-44 years,Male,TIAs and related syndromes,0,0,0,Grampian
2011,S08000020,Elective,0-44 years,Female,Cerebrovascular Disease,6,3.771118262,4.153755767,Grampian
2011,S08000020,Elective,0-44 years,Female,Stroke,5,3.142598552,3.48242074,Grampian
2011,S08000020,Elective,0-44 years,Female,Subarachnoid Haemorrhage,0,0,0,Grampian
2011,S08000020,Elective,0-44 years,Female,TIAs and related syndromes,0,0,0,Grampian
2011,S08000020,Elective,45-64 years,All,Cerebrovascular Disease,10,6.427230892,6.408326447,Grampian
2011,S08000020,Elective,45-64 years,All,Stroke,0,0,0,Grampian
2011,S08000020,Elective,45-64 years,All,Subarachnoid Haemorrhage,0,0,0,Grampian
2011,S08000020,Elective,45-64 years,All,TIAs and related syndromes,1,0.642723089,0.625214266,Grampian
2011,S08000020,Elective,45-64 years,Male,Cerebrovascular Disease,4,5.153443789,5.071552006,Grampian
2011,S08000020,Elective,45-64 years,Male,Stroke,0,0,0,Grampian
2011,S08000020,Elective,45-64 years,Male,Subarachnoid Haemorrhage,0,0,0,Grampian
2011,S08000020,Elective,45-64 years,Male,TIAs and related syndromes,0,0,0,Grampian
2011,S08000020,Elective,45-64 years,Female,Cerebrovascular Disease,6,7.695267411,7.745100889,Grampian
2011,S08000020,Elective,45-64 years,Female,Stroke,0,0,0,Grampian
2011,S08000020,Elective,45-64 years,Female,Subarachnoid Haemorrhage,0,0,0,Grampian
2011,S08000020,Elective,45-64 years,Female,TIAs and related syndromes,1,1.282544568,1.250428532,Grampian
2011,S08000020,Elective,65-74 years,All,Cerebrovascular Disease,10,20.50987551,20.96481714,Grampian
2011,S08000020,Elective,65-74 years,All,Stroke,0,0,0,Grampian
2011,S08000020,Elective,65-74 years,All,Subarachnoid Haemorrhage,0,0,0,Grampian
2011,S08000020,Elective,65-74 years,All,TIAs and related syndromes,1,2.050987551,1.895662724,Grampian
2011,S08000020,Elective,65-74 years,Male,Cerebrovascular Disease,8,34.3627851,34.05434248,Grampian
2011,S08000020,Elective,65-74 years,Male,Stroke,0,0,0,Grampian
2011,S08000020,Elective,65-74 years,Male,Subarachnoid Haemorrhage,0,0,0,Grampian
2011,S08000020,Elective,65-74 years,Male,TIAs and related syndromes,0,0,0,Grampian
2011,S08000020,Elective,65-74 years,Female,Cerebrovascular Disease,2,7.850525985,7.875291795,Grampian
2011,S08000020,Elective,65-74 years,Female,Stroke,0,0,0,Grampian
2011,S08000020,Elective,65-74 years,Female,Subarachnoid Haemorrhage,0,0,0,Grampian
2011,S08000020,Elective,65-74 years,Female,TIAs and related syndromes,1,3.925262993,3.791325447,Grampian
2011,S08000020,Elective,under75 years,All,Cerebrovascular Disease,27,5.117639366,5.720832031,Grampian
2011,S08000020,Elective,under75 years,All,Stroke,5,0.947710994,1.033245714,Grampian
2011,S08000020,Elective,under75 years,All,Subarachnoid Haemorrhage,0,0,0,Grampian
2011,S08000020,Elective,under75 years,All,TIAs and related syndromes,2,0.379084397,0.400798205,Grampian
2011,S08000020,Elective,under75 years,Male,Cerebrovascular Disease,13,4.904975532,5.81266902,Grampian
2011,S08000020,Elective,under75 years,Male,Stroke,0,0,0,Grampian
2011,S08000020,Elective,under75 years,Male,Subarachnoid Haemorrhage,0,0,0,Grampian
2011,S08000020,Elective,under75 years,Male,TIAs and related syndromes,0,0,0,Grampian
2011,S08000020,Elective,under75 years,Female,Cerebrovascular Disease,14,5.332317654,5.628995042,Grampian
2011,S08000020,Elective,under75 years,Female,Stroke,5,1.904399162,2.066491428,Grampian
2011,S08000020,Elective,under75 years,Female,Subarachnoid Haemorrhage,0,0,0,Grampian
2011,S08000020,Elective,under75 years,Female,TIAs and related syndromes,2,0.761759665,0.80159641,Grampian
2011,S08000020,Elective,75plus years,All,Cerebrovascular Disease,5,11.90674636,11.27773447,Grampian
2011,S08000020,Elective,75plus years,All,Stroke,0,0,0,Grampian
2011,S08000020,Elective,75plus years,All,Subarachnoid Haemorrhage,0,0,0,Grampian
2011,S08000020,Elective,75plus years,All,TIAs and related syndromes,0,0,0,Grampian
2011,S08000020,Elective,75plus years,Male,Cerebrovascular Disease,2,11.9510009,11.11527934,Grampian
2011,S08000020,Elective,75plus years,Male,Stroke,0,0,0,Grampian
2011,S08000020,Elective,75plus years,Male,Subarachnoid Haemorrhage,0,0,0,Grampian
2011,S08000020,Elective,75plus years,Male,TIAs and related syndromes,0,0,0,Grampian
2011,S08000020,Elective,75plus years,Female,Cerebrovascular Disease,3,11.87742497,11.4401896,Grampian
2011,S08000020,Elective,75plus years,Female,Stroke,0,0,0,Grampian
2011,S08000020,Elective,75plus years,Female,Subarachnoid Haemorrhage,0,0,0,Grampian
2011,S08000020,Elective,75plus years,Female,TIAs and related syndromes,0,0,0,Grampian
2011,S08000020,Emergency,All,All,Cerebrovascular Disease,1096,192.4224867,225.6056811,Grampian
2011,S08000020,Emergency,All,All,Stroke,791,138.8742582,164.6915609,Grampian
2011,S08000020,Emergency,All,All,Subarachnoid Haemorrhage,86,15.09884476,15.61829914,Grampian
2011,S08000020,Emergency,All,All,TIAs and related syndromes,135,23.70167492,26.9658693,Grampian
2011,S08000020,Emergency,All,Male,Cerebrovascular Disease,521,184.9012677,245.4731838,Grampian
2011,S08000020,Emergency,All,Male,Stroke,382,135.5706032,182.6542468,Grampian
2011,S08000020,Emergency,All,Male,Subarachnoid Haemorrhage,25,8.872421674,9.207894593,Grampian
2011,S08000020,Emergency,All,Male,TIAs and related syndromes,65,23.06829635,29.13142431,Grampian
2011,S08000020,Emergency,All,Female,Cerebrovascular Disease,575,199.7859684,205.7381784,Grampian
2011,S08000020,Emergency,All,Female,Stroke,409,142.108628,146.728875,Grampian
2011,S08000020,Emergency,All,Female,Subarachnoid Haemorrhage,61,21.19468535,22.02870368,Grampian
2011,S08000020,Emergency,All,Female,TIAs and related syndromes,70,24.32177007,24.80031429,Grampian
2011,S08000020,Emergency,0-44 years,All,Cerebrovascular Disease,51,15.77765266,16.3226411,Grampian
2011,S08000020,Emergency,0-44 years,All,Stroke,26,8.043509197,8.405264666,Grampian
2011,S08000020,Emergency,0-44 years,All,Subarachnoid Haemorrhage,14,4.331120337,4.433028981,Grampian
2011,S08000020,Emergency,0-44 years,All,TIAs and related syndromes,8,2.474925907,2.584065633,Grampian
2011,S08000020,Emergency,0-44 years,Male,Cerebrovascular Disease,23,14.01259915,14.653341,Grampian
2011,S08000020,Emergency,0-44 years,Male,Stroke,15,9.138651622,9.561423943,Grampian
2011,S08000020,Emergency,0-44 years,Male,Subarachnoid Haemorrhage,2,1.218486883,1.276674245,Grampian
2011,S08000020,Emergency,0-44 years,Male,TIAs and related syndromes,4,2.436973766,2.628921148,Grampian
2011,S08000020,Emergency,0-44 years,Female,Cerebrovascular Disease,28,17.59855189,17.99194121,Grampian
2011,S08000020,Emergency,0-44 years,Female,Stroke,11,6.913716814,7.249105388,Grampian
2011,S08000020,Emergency,0-44 years,Female,Subarachnoid Haemorrhage,12,7.542236525,7.589383717,Grampian
2011,S08000020,Emergency,0-44 years,Female,TIAs and related syndromes,4,2.514078842,2.539210119,Grampian
2011,S08000020,Emergency,45-64 years,All,Cerebrovascular Disease,236,151.682649,152.6509961,Grampian
2011,S08000020,Emergency,45-64 years,All,Stroke,147,94.48029411,94.97815215,Grampian
2011,S08000020,Emergency,45-64 years,All,Subarachnoid Haemorrhage,41,26.35164666,26.49304514,Grampian
2011,S08000020,Emergency,45-64 years,All,TIAs and related syndromes,33,21.20986194,21.52603909,Grampian
2011,S08000020,Emergency,45-64 years,Male,Cerebrovascular Disease,128,164.9102012,166.4619761,Grampian
2011,S08000020,Emergency,45-64 years,Male,Stroke,80,103.0688758,103.838705,Grampian
2011,S08000020,Emergency,45-64 years,Male,Subarachnoid Haemorrhage,19,24.478858,24.87895092,Grampian
2011,S08000020,Emergency,45-64 years,Male,TIAs and related syndromes,20,25.76721894,26.08416457,Grampian
2011,S08000020,Emergency,45-64 years,Female,Cerebrovascular Disease,108,138.5148134,138.8400161,Grampian
2011,S08000020,Emergency,45-64 years,Female,Stroke,67,85.93048608,86.11759935,Grampian
2011,S08000020,Emergency,45-64 years,Female,Subarachnoid Haemorrhage,22,28.21598051,28.10713937,Grampian
2011,S08000020,Emergency,45-64 years,Female,TIAs and related syndromes,13,16.67307939,16.9679136,Grampian
2011,S08000020,Emergency,65-74 years,All,Cerebrovascular Disease,241,494.2879997,502.9307991,Grampian
2011,S08000020,Emergency,65-74 years,All,Stroke,180,369.1777591,377.3699337,Grampian
2011,S08000020,Emergency,65-74 years,All,Subarachnoid Haemorrhage,15,30.76481326,29.58735841,Grampian
2011,S08000020,Emergency,65-74 years,All,TIAs and related syndromes,30,61.52962652,62.28554162,Grampian
2011,S08000020,Emergency,65-74 years,Male,Cerebrovascular Disease,138,592.758043,599.8451094,Grampian
2011,S08000020,Emergency,65-74 years,Male,Stroke,107,459.6022508,466.5601147,Grampian
2011,S08000020,Emergency,65-74 years,Male,Subarachnoid Haemorrhage,1,4.295348138,4.047674243,Grampian
2011,S08000020,Emergency,65-74 years,Male,TIAs and related syndromes,18,77.31626648,77.31933247,Grampian
2011,S08000020,Emergency,65-74 years,Female,Cerebrovascular Disease,103,404.3020882,406.0164888,Grampian
2011,S08000020,Emergency,65-74 years,Female,Stroke,73,286.5441985,288.1797528,Grampian
2011,S08000020,Emergency,65-74 years,Female,Subarachnoid Haemorrhage,14,54.9536819,55.12704257,Grampian
2011,S08000020,Emergency,65-74 years,Female,TIAs and related syndromes,12,47.10315591,47.25175077,Grampian
2011,S08000020,Emergency,under75 years,All,Cerebrovascular Disease,528,100.0782809,112.1697517,Grampian
